source_file,participant_id,main_row_index,iso_time,iso_time_parsed,phase,event_type,event_name,action_clean,actor_type,role,action,is_role_action,is_human_action,is_agent_action,success_bool,rt_ms,rt_sec,phase_index,key,repetition,round,turn_global,turn_index_in_round,move_index_in_turn,current_x,current_y,from_x,from_y,to_x,to_y,dx,dy,clamped,success,reason,forager_x,forager_y,security_x,security_y,forager_stun_turns,gold_total,gold_delta,tile_gold_mine,tile_mine_type,tile_x,tile_y,depletion_status,chase_status,alien_id,alien_x,alien_y,has_alien,chased_away,found_alien_count,found_alien_id,scan_center_x,scan_center_y,scanned_tile_count,map_name,map_reward_level,map_risk_level,map_num,partner_name,partner_role,human_role,decay_prob,mine_type_key,mine_type_raw,rng_u
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,11,2026-05-12T03:39:00.653Z,2026-05-12 03:39:00.653000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,267.0,0.267,10.0,ArrowRight,,,,,,2.0,4.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,,,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,12,2026-05-12T03:39:00.832Z,2026-05-12 03:39:00.832000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,180.0,0.18,10.0,ArrowRight,,,,,,3.0,4.0,2.0,4.0,3.0,4.0,1.0,0.0,0.0,,,2.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,13,2026-05-12T03:39:01.021Z,2026-05-12 03:39:01.021000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,189.0,0.189,10.0,ArrowRight,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,,,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,14,2026-05-12T03:39:01.165Z,2026-05-12 03:39:01.165000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,144.0,0.144,10.0,ArrowRight,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,,,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,15,2026-05-12T03:39:01.495Z,2026-05-12 03:39:01.495000+00:00,main,role_action,move,move_up,,forager,move_up,True,False,False,False,330.0,0.33,10.0,ArrowUp,,,,,,4.0,3.0,4.0,4.0,4.0,3.0,0.0,-1.0,0.0,,,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,16,2026-05-12T03:39:01.800Z,2026-05-12 03:39:01.800000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,306.0,0.306,10.0,ArrowLeft,,,,,,3.0,3.0,4.0,3.0,3.0,3.0,-1.0,0.0,0.0,,,4.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,17,2026-05-12T03:39:19.881Z,2026-05-12 03:39:19.881000+00:00,main,phase_event,game_start,game_start,,,,False,False,False,False,18081.0,18.081,13.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,18,2026-05-12T03:39:20.396Z,2026-05-12 03:39:20.396000+00:00,main,role_action,action,dig,,forager,dig,True,False,False,False,515.0,0.515,13.0,d,,,,,,3.0,3.0,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,19,2026-05-12T03:39:21.969Z,2026-05-12 03:39:21.969000+00:00,main,role_action,action,dig,,forager,dig,True,False,False,False,1573.0,1.573,13.0,d,,,,,,3.0,3.0,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,20,2026-05-12T03:39:23.313Z,2026-05-12 03:39:23.313000+00:00,main,role_action,action,dig,,forager,dig,True,False,False,False,1344.0,1.344,13.0,d,,,,,,3.0,3.0,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,21,2026-05-12T03:39:24.356Z,2026-05-12 03:39:24.356000+00:00,main,phase_event,gold_mine_depleted,gold_mine_depleted,,,,False,False,False,False,,,13.0,,,,,,,,,,,,,,,,,depleted,,,,,,3.0,,,,3.0,3.0,depleted,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,22,2026-05-12T03:39:40.128Z,2026-05-12 03:39:40.128000+00:00,main,phase_event,game_start,game_start,,,,False,False,False,False,16814.0,16.814,17.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,23,2026-05-12T03:39:41.149Z,2026-05-12 03:39:41.149000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,1022.0,1.022,17.0,ArrowLeft,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,,,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,24,2026-05-12T03:39:41.816Z,2026-05-12 03:39:41.816000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,667.0,0.667,17.0,ArrowRight,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,25,2026-05-12T03:39:42.154Z,2026-05-12 03:39:42.154000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,338.0,0.338,17.0,ArrowLeft,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,,,1.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,26,2026-05-12T03:39:43.233Z,2026-05-12 03:39:43.233000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,1079.0,1.079,17.0,ArrowRight,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,27,2026-05-12T03:39:43.419Z,2026-05-12 03:39:43.419000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,186.0,0.186,17.0,ArrowRight,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,,,1.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,28,2026-05-12T03:39:43.924Z,2026-05-12 03:39:43.924000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,505.0,0.505,17.0,ArrowLeft,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,0.0,0.0,,,2.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,29,2026-05-12T03:39:44.198Z,2026-05-12 03:39:44.198000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,274.0,0.274,17.0,ArrowLeft,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,,,1.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,30,2026-05-12T03:39:44.721Z,2026-05-12 03:39:44.721000+00:00,main,role_action,move,move_down,,forager,move_down,True,False,False,False,523.0,0.523,17.0,ArrowDown,,,,,,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,31,2026-05-12T03:39:45.441Z,2026-05-12 03:39:45.441000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,720.0,0.72,17.0,ArrowRight,,,,,,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,,,0.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,32,2026-05-12T03:39:45.659Z,2026-05-12 03:39:45.659000+00:00,main,role_action,move,move_right,,forager,move_right,True,False,False,False,218.0,0.218,17.0,ArrowRight,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,,,1.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,33,2026-05-12T03:39:45.913Z,2026-05-12 03:39:45.913000+00:00,main,role_action,move,move_up,,forager,move_up,True,False,False,False,254.0,0.254,17.0,ArrowUp,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,0.0,-1.0,0.0,,,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,34,2026-05-12T03:39:46.072Z,2026-05-12 03:39:46.072000+00:00,main,role_action,move,move_up,,forager,move_up,True,False,False,False,159.0,0.159,17.0,ArrowUp,,,,,,2.0,0.0,2.0,1.0,2.0,0.0,0.0,-1.0,0.0,,,2.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,35,2026-05-12T03:39:46.225Z,2026-05-12 03:39:46.225000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,154.0,0.154,17.0,ArrowLeft,,,,,,1.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,,,2.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,36,2026-05-12T03:39:46.416Z,2026-05-12 03:39:46.416000+00:00,main,role_action,move,move_left,,forager,move_left,True,False,False,False,190.0,0.19,17.0,ArrowLeft,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,1.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,37,2026-05-12T03:39:46.719Z,2026-05-12 03:39:46.719000+00:00,main,role_action,move,move_down,,forager,move_down,True,False,False,False,304.0,0.304,17.0,ArrowDown,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,38,2026-05-12T03:39:46.907Z,2026-05-12 03:39:46.907000+00:00,main,role_action,action,dig,,forager,dig,True,False,False,False,188.0,0.188,17.0,d,,,,,,0.0,1.0,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,39,2026-05-12T03:40:13.444Z,2026-05-12 03:40:13.444000+00:00,main,phase_event,game_start,game_start,,,,False,False,False,False,26536.0,26.536,20.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,40,2026-05-12T03:40:15.299Z,2026-05-12 03:40:15.299000+00:00,main,role_action,action,scan_chase,,security,scan_chase,True,False,False,False,1855.0,1.855,20.0,s,,,,,,2.0,1.0,,,,,,,,,,0.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,41,2026-05-12T03:40:20.306Z,2026-05-12 03:40:20.306000+00:00,main,phase_event,alien_chased_away,alien_chased_away,,,,False,False,False,False,,,20.0,,,,,,,,,,,,,,,,,chased_away,,,,,,0.0,,,,1.0,1.0,,chased_away,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,42,2026-05-12T03:40:25.136Z,2026-05-12 03:40:25.136000+00:00,main,phase_event,game_start,game_start,,,,False,False,False,False,9837.0,9.837,23.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,43,2026-05-12T03:40:26.057Z,2026-05-12 03:40:26.057000+00:00,main,role_action,move,move_left,,security,move_left,True,False,False,False,921.0,0.921,23.0,ArrowLeft,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,0.0,0.0,,,0.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,44,2026-05-12T03:40:26.546Z,2026-05-12 03:40:26.546000+00:00,main,role_action,move,move_left,,security,move_left,True,False,False,False,489.0,0.489,23.0,ArrowLeft,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,,,0.0,1.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,45,2026-05-12T03:40:26.984Z,2026-05-12 03:40:26.984000+00:00,main,role_action,action,revive,,security,revive,True,False,False,False,438.0,0.438,23.0,r,,,,,,0.0,1.0,,,,,,,,,,0.0,1.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,46,2026-05-12T03:40:28.691Z,2026-05-12 03:40:28.691000+00:00,main,phase_event,practice_end,practice_end,,,,False,False,False,False,1706.0,1.706,24.0,,,,,,,,,,,,,,,,,completed,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,47,2026-05-12T03:47:39.791Z,2026-05-12 03:47:39.791000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,6044.0,6.044,1.0,ArrowLeft,1.0,1.0,,,1.0,5.0,6.0,6.0,6.0,5.0,6.0,-1.0,0.0,0.0,,,6.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,48,2026-05-12T03:47:43.183Z,2026-05-12 03:47:43.183000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,3392.0,3.392,1.0,ArrowLeft,1.0,1.0,,,2.0,4.0,6.0,5.0,6.0,4.0,6.0,-1.0,0.0,0.0,,,5.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,49,2026-05-12T03:47:47.798Z,2026-05-12 03:47:47.798000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,4615.0,4.615,1.0,ArrowLeft,1.0,1.0,,,3.0,3.0,6.0,4.0,6.0,3.0,6.0,-1.0,0.0,0.0,,,4.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,50,2026-05-12T03:47:48.072Z,2026-05-12 03:47:48.072000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,274.0,0.274,1.0,ArrowLeft,1.0,1.0,,,4.0,2.0,6.0,3.0,6.0,2.0,6.0,-1.0,0.0,0.0,,,3.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,51,2026-05-12T03:47:48.534Z,2026-05-12 03:47:48.534000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,462.0,0.462,1.0,ArrowLeft,1.0,1.0,,,5.0,1.0,6.0,2.0,6.0,1.0,6.0,-1.0,0.0,0.0,,,2.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,52,2026-05-12T03:47:49.890Z,2026-05-12 03:47:49.890000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,1356.0,1.356,1.0,ArrowDown,1.0,1.0,,,1.0,6.0,7.0,6.0,6.0,6.0,7.0,0.0,1.0,0.0,,,1.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,53,2026-05-12T03:47:50.794Z,2026-05-12 03:47:50.794000+00:00,main,role_action,move,move_right,agent,security,move_right,True,False,True,False,904.0,0.904,1.0,ArrowRight,1.0,1.0,,,2.0,7.0,7.0,6.0,7.0,7.0,7.0,1.0,0.0,0.0,,,1.0,6.0,6.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,54,2026-05-12T03:47:51.698Z,2026-05-12 03:47:51.698000+00:00,main,role_action,move,move_right,agent,security,move_right,True,False,True,False,904.0,0.904,1.0,ArrowRight,1.0,1.0,,,3.0,8.0,7.0,7.0,7.0,8.0,7.0,1.0,0.0,0.0,,,1.0,6.0,7.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,55,2026-05-12T03:47:52.604Z,2026-05-12 03:47:52.604000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,906.0,0.906,1.0,ArrowDown,1.0,1.0,,,4.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,1.0,0.0,,,1.0,6.0,8.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,56,2026-05-12T03:47:53.509Z,2026-05-12 03:47:53.509000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,905.0,0.905,1.0,ArrowDown,1.0,1.0,,,5.0,8.0,9.0,8.0,8.0,8.0,9.0,0.0,1.0,0.0,,,1.0,6.0,8.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,57,2026-05-12T03:47:57.396Z,2026-05-12 03:47:57.396000+00:00,main,role_action,move,move_down,human,forager,move_down,True,True,False,False,3888.0,3.888,1.0,ArrowDown,1.0,2.0,,,1.0,1.0,7.0,1.0,6.0,1.0,7.0,0.0,1.0,0.0,,,1.0,6.0,8.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,58,2026-05-12T03:47:58.625Z,2026-05-12 03:47:58.625000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,1229.0,1.229,1.0,ArrowRight,1.0,2.0,,,2.0,2.0,7.0,1.0,7.0,2.0,7.0,1.0,0.0,0.0,,,1.0,7.0,8.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,59,2026-05-12T03:47:58.894Z,2026-05-12 03:47:58.894000+00:00,main,role_action,move,move_down,human,forager,move_down,True,True,False,False,269.0,0.269,1.0,ArrowDown,1.0,2.0,,,3.0,2.0,8.0,2.0,7.0,2.0,8.0,0.0,1.0,0.0,,,2.0,7.0,8.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,60,2026-05-12T03:47:59.222Z,2026-05-12 03:47:59.222000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,328.0,0.328,1.0,ArrowRight,1.0,2.0,,,4.0,3.0,8.0,2.0,8.0,3.0,8.0,1.0,0.0,0.0,,,2.0,8.0,8.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,61,2026-05-12T03:48:00.850Z,2026-05-12 03:48:00.850000+00:00,main,role_action,move,move_down,human,forager,move_down,True,True,False,False,1628.0,1.628,1.0,ArrowDown,1.0,2.0,,,5.0,3.0,9.0,3.0,8.0,3.0,9.0,0.0,1.0,0.0,,,3.0,8.0,8.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_01.csv,low,low,1.0,Alice,security,forager,,,,
